respondent_id,row_id,is_sp,choice_situation_id,av_walk,av_bike,av_pvt,av_ipt,av_bus,av_drop,tt_walk,tt_bike,tt_pvt,tt_ipt,tt_bus,tt_drop,tc_bike,tc_pvt,tc_ipt,tc_bus,tc_drop,comfort_bus,infra_bike,infra_bus,safety_street,weather,land_use,age_cohort,inc_level,choice
7,108,1,11,1,1,1,1,1,1,13.460791427642107,9.45508992858231,15.165539355948567,15.320801335619763,16.290685864631087,6.301513676997274,3.2654317968990654,38.29024026170373,74.89212459186092,21.859442279674113,24.66983781545423,2,1,1,0,2,2,1,2,5
7,109,1,12,1,1,1,1,1,1,22.433355073444545,8.335159349720925,11.432327447924763,17.102367639308795,14.833852370036766,7.167314224876463,2.114972802810371,53.7960810912773,80.59375167591497,12.976575270295143,40.73618707479909,2,0,0,0,2,2,1,2,2
7,110,1,13,1,1,1,1,1,1,23.206810508854687,9.18142703245394,15.6092838793993,10.760634609032422,13.84971787664108,4.256781222764403,1.987137864343822,65.86402715649456,135.5828353157267,29.932128419168293,38.04454238852486,3,0,0,1,2,2,1,2,3
7,111,1,14,1,1,1,1,1,1,24.411169928498566,10.26045094197616,16.329102127812803,15.919726908905432,19.05223500286229,7.288500797003508,4.4276391610037535,23.18633504677564,41.58303322037682,23.043963690288365,21.467156348517165,1,0,0,0,2,2,1,2,5
7,112,1,15,1,1,1,1,1,1,10.677634170278907,3.0498949319589883,13.920539658982307,9.183658086694777,20.434588092379272,9.96564409788698,0.33612669561989605,42.43567600380629,48.890900858677924,15.565310940146446,39.391431958647445,1,0,0,0,1,2,1,2,1
8,113,0,0,1,0,0,1,1,0,7.8504996513947845,5.14071083208546,19.32654935051687,13.979866746813059,23.331264100270346,5.233064817730337,1.0460469401441514,15.440203797770664,80.12783068232238,9.682991845766082,25.011082803830504,1,0,0,1,2,1,2,1,1
8,114,1,1,1,0,0,1,1,0,16.97345840279013,7.838287053164095,17.106996677815914,7.640176924178377,9.072594498749822,5.073392958380282,0.3888258244842291,71.88763318583369,91.383783291094,22.832084787078202,37.14967396692373,1,0,1,0,1,1,2,1,4
8,115,1,2,1,0,0,1,1,0,16.250869813375175,5.0646245428361,13.72910343669355,19.453067309223115,23.952403576113284,14.251341238152236,0.13182810973376036,77.7014846727252,110.61184644000605,24.76597737055272,35.85670323227532,3,0,0,1,1,1,2,1,5
8,116,1,3,1,0,0,1,1,0,8.328124256804585,11.721811515279114,17.6844271174632,5.996701640542597,23.624502688646317,5.674750444013625,2.4508545838762075,52.47590004932135,71.33983916603029,11.55992423184216,26.206680261529982,1,1,1,1,3,1,2,1,4
8,117,1,4,1,0,0,1,1,0,8.938659937120974,7.5233685427811,4.755479590501636,5.211331237806007,21.17567896656692,17.114271729718894,4.60227923700586,24.965338241308928,130.74768231948838,10.969256581738591,46.51220298022963,1,1,1,0,3,1,2,1,5
8,118,1,5,1,0,0,1,1,0,13.354978100396693,4.732352242805064,15.919451938476413,6.647613240638748,15.219665340380743,7.999933180399239,1.9143871450796723,38.244387158192694,140.4880091594532,24.42163469735533,37.68642471404746,3,0,0,1,2,1,2,1,5
8,119,1,6,1,0,0,1,1,0,21.885218070819974,11.369057628326118,9.141379353124648,19.54972667619586,24.40902047860436,10.080575366970152,3.3511472772806883,78.5709811327979,76.11848313128576,18.27996715437621,36.26564280129969,1,0,0,1,3,1,2,1,5
8,120,1,7,1,0,0,1,1,0,15.4776222538203,10.283977561164647,16.958982592914253,15.36449414677918,24.605157443555072,6.223369863815606,0.10709846043027937,62.25480274297297,56.15909151500091,11.708613513037562,19.40580327413045,3,1,1,0,1,1,2,1,1
8,121,1,8,1,0,0,1,1,0,6.377677200362086,5.267893718322739,9.579105832148343,18.774613498244435,23.715007277205586,5.561739464756101,2.771434368332848,31.642302586697042,141.16458530537784,29.29390675853938,36.163188081700355,3,1,0,0,2,1,2,1,1
8,122,1,9,1,0,0,1,1,0,6.953076547943056,9.86741841235198,7.082471316680312,12.948723373701796,17.697862250264734,4.731920119840652,4.703053875127807,21.39862143434584,137.8264447976835,13.646050402894616,24.02293541119434,3,0,1,1,1,1,2,1,1
8,123,1,10,1,0,0,1,1,0,10.674886642955244,6.289147581439465,13.996556978207082,7.0337857643608,13.17214421601966,9.047826941125095,4.26508552627638,29.651921917684376,49.67034456320107,25.74657670687884,48.23582929908298,1,1,0,1,3,1,2,1,5
8,124,1,11,1,0,0,1,1,0,18.289032289758325,3.5622517447918653,8.74341393634677,7.092113189864904,22.44974583480507,10.141279151197523,4.513242463581264,68.12902167439461,89.03963611694053,23.844413910992444,23.541209483519197,3,0,1,1,1,1,2,1,4
8,125,1,12,1,0,0,1,1,0,17.451582406647503,8.427499329904094,6.558396675158292,8.02537918672897,23.22908145096153,16.573662277776748,0.45109560596756637,59.65709290932864,74.83953840332106,24.874279899522662,22.257979563437402,1,0,0,1,2,1,2,1,4
8,126,1,13,1,0,0,1,1,0,7.019727942533791,4.340305858757347,4.436864672228694,10.148165500722826,13.893538938136771,5.798439136706293,0.2699274627957493,35.63548491336405,107.42939369054511,12.510566413402557,24.220066104317084,1,0,0,0,2,1,2,1,1
8,127,1,14,1,0,0,1,1,0,18.304773028939962,11.47087996546179,13.07688351161778,18.39020719868131,14.034350681817159,15.644084881525487,4.244338613934815,51.504229488782585,140.19492062274367,18.559331223368645,20.124111217446625,1,0,0,1,2,1,2,1,4
8,128,1,15,1,0,0,1,1,0,14.741327473893762,7.4698880484793335,9.132369194179773,11.300737173296511,23.702050000196323,7.7485229559242725,1.843009915901348,50.929321609437466,86.646237175446,10.945326834917068,30.24612866458483,3,1,1,1,2,1,2,1,5
9,129,0,0,1,0,0,1,1,0,11.949884979985654,8.730613803956658,13.481527050025761,8.032588016241789,21.182157910661772,16.932246199576184,1.2083886777982116,23.235456277616322,106.81618171976879,10.458646861370653,33.80365690914914,1,0,0,0,2,3,1,1,4
9,130,1,1,1,0,0,1,1,0,22.130333706736565,9.292245842283592,4.246931018307805,10.660202606813982,20.681822506710887,16.28840817604214,2.603515712544322,61.69409092981368,76.89626035513356,28.177516725845635,34.94706200901419,2,0,1,1,3,3,1,1,1
9,131,1,2,1,0,0,1,1,0,23.10133168939501,6.245170799084008,11.708752049133182,7.382723743794486,17.915528927231207,16.768544286489487,1.5518179442733526,62.14709770400077,54.636603319086134,28.315026783384383,28.995155030861497,3,1,0,0,2,3,1,1,4
9,132,1,3,1,0,0,1,1,0,13.963114898651838,3.293780199252069,7.53653664374724,18.626441231463104,17.260196272749454,6.6806911658495665,3.559989306377247,45.872421371750534,110.32787324627861,20.735168722458184,23.79065936547704,1,1,1,0,2,3,1,1,5
9,133,1,4,1,0,0,1,1,0,18.05357288569212,8.112332321237773,7.2897617421112955,10.568806942319497,11.518697725143284,16.50181800732389,0.8177416864782572,79.39935934264213,114.58627238636836,17.26065051741898,17.859336406691,3,0,1,1,2,3,1,1,5
9,134,1,5,1,0,0,1,1,0,14.340826622210443,7.408945154165849,11.074076604563743,17.037953663384542,17.330868256976828,16.81159539334476,0.6937616947107017,44.31199738290161,101.32273850264028,11.08054380863905,20.164231521775946,3,1,1,1,1,3,1,1,5
9,135,1,6,1,0,0,1,1,0,8.024899093434215,5.592011442873627,9.502050516661257,13.655488924123347,17.709264369681478,8.691011061426252,4.04154707910493,77.24107519723475,57.61792981997132,20.863685980439186,23.050911277532578,2,0,1,0,1,3,1,1,1
9,136,1,7,1,0,0,1,1,0,7.764144656248391,6.990683531854302,6.048700645100325,6.593739071395248,14.632286011008546,4.8833092311397195,0.09778823587112129,54.27312548737973,104.03936633840203,24.64916048105806,21.669144940096885,2,1,1,1,1,3,1,1,4
9,137,1,8,1,0,0,1,1,0,7.15700947213918,11.114936667960137,14.020178831648082,6.277872435748577,24.614235785789788,8.3107724590227,2.297524497844279,50.472011105157435,69.07759697642177,20.30979606322944,35.82566472701728,2,1,0,1,1,3,1,1,1
9,138,1,9,1,0,0,1,1,0,21.133780013769865,3.1670358886476606,9.339266586583108,19.04871287639253,10.437880044104531,9.68163739098236,0.3097158914897591,73.64237180445343,141.61483479198068,10.000295350328088,49.37818163074553,1,0,1,1,2,3,1,1,5
9,139,1,10,1,0,0,1,1,0,12.79166947118938,4.031186873093247,15.960307646077126,14.771099229110405,21.998582205735147,11.797481690067798,3.188412969466299,40.092576229944825,95.9537136903964,29.255761043168604,45.009118295274675,1,0,1,1,1,3,1,1,1
9,140,1,11,1,0,0,1,1,0,6.813623504713178,6.720561574911699,17.675391937606037,10.793610182590783,10.537502025719732,12.130190047901124,3.777370621683076,46.052231159992516,43.95418420433998,14.49954635463655,25.29406971181743,3,0,1,0,2,3,1,1,4
9,141,1,12,1,0,0,1,1,0,6.089902021922171,7.920907789142802,13.636315593495965,5.850692987442017,21.805160040734336,16.79438067646697,0.891708399867639,42.24249246995896,52.23244586028159,17.801621863618493,37.4378865014296,2,0,1,0,1,3,1,1,5
9,142,1,13,1,0,0,1,1,0,18.29213917721063,6.334381181979552,12.348525485023856,16.951184851350263,22.864433178678155,8.931808442343026,1.1875546211376786,68.08861021418124,78.00507835112512,24.61927668657154,29.54855610150844,1,0,0,0,3,3,1,1,4
9,143,1,14,1,0,0,1,1,0,21.787888878025115,9.935719645349309,7.598392289597541,16.18301424314268,24.46990305208601,7.9240810559131205,0.8249420940410346,73.42734825797379,104.91287238663062,16.453799922019243,49.107301871990785,2,0,1,0,3,3,1,1,5
9,144,1,15,1,0,0,1,1,0,11.98143772315234,4.19158452283591,5.028505669906735,10.076050368370488,13.65268657822162,15.920670247636735,3.6091931886039674,32.307102382183075,83.94709158455953,23.114196816459298,47.697729114443064,1,1,1,0,1,3,1,1,5
10,145,0,0,1,0,1,1,1,0,10.742922625504434,5.599461926147342,5.466300549451262,8.462053008377552,28.98805223754607,10.999754132935777,0.1259449813514948,34.82127877883613,71.57268780050799,13.807624545879662,18.623126458842307,1,0,1,0,3,2,2,1,1
10,146,1,1,1,0,1,1,1,0,19.017493505962193,11.992649378953502,14.009495338890702,15.28776852064766,13.427396603859961,4.127865649759769,1.891897958703339,21.708865105174482,82.37548303324729,22.2653243271634,37.931848163716495,1,1,0,0,1,2,2,1,3
10,147,1,2,1,0,1,1,1,0,12.097202804870903,3.982296015601605,17.682975611183792,16.068709859391674,8.681750048184767,8.125941516365856,1.5229522960726172,33.45225978642702,83.17797581898049,22.30979370418936,17.73280543158762,3,0,0,0,2,2,2,1,5
10,148,1,3,1,0,1,1,1,0,20.744756893254817,4.672102800104767,16.47325136186555,13.398680905811489,18.99813452316448,10.651168633718044,0.8262690890114754,39.353841287083924,106.93738773232326,25.67866501864046,37.29343468090519,3,1,0,1,1,2,2,1,1
10,149,1,4,1,0,1,1,1,0,14.38619861844927,9.22193126566708,14.870306962635368,5.78536786721088,9.062138734385371,10.612372477073222,0.18679647473618388,66.9817211991176,138.3071166742593,24.936194834299386,38.93030495499261,2,1,1,0,2,2,2,1,4
10,150,1,5,1,0,1,1,1,0,10.896759745664895,9.143974641803652,12.116111690644175,16.033551725558937,21.50357461743988,4.087493465747684,4.358456684276462,33.61139797139913,95.29158742865548,23.6460761167109,22.919691049028188,1,1,0,1,3,2,2,1,5
10,151,1,6,1,0,1,1,1,0,23.70033998042345,5.4486507824622095,9.00511203892529,5.4274911468382925,10.426778448978439,14.531948129180819,4.907057493692264,32.75208010338247,97.12807144038379,12.616459876298904,19.165793074062094,1,1,0,0,1,2,2,1,5
10,152,1,7,1,0,1,1,1,0,22.069447664543986,9.791652841027826,7.894152143038809,10.957176296506077,23.84363860823214,12.697799991350621,1.0241482313722372,31.551508540287614,132.1465944731608,15.928827868774533,38.5627856629435,3,1,0,0,2,2,2,1,4
10,153,1,8,1,0,1,1,1,0,19.298431128263474,5.074671251233667,5.151441971771419,15.889809902291745,14.12301779189147,16.832778760697693,2.9283496376592666,63.1160719320178,98.01242436515167,21.436598203144968,36.83410952682607,2,1,0,0,2,2,2,1,5
10,154,1,9,1,0,1,1,1,0,23.164903363212943,8.309619332430884,6.798810150008649,14.231591507559642,19.774869887391105,9.131504632998258,2.6843180891592056,30.76572994235903,121.3388133328408,10.349821327254176,18.380431986879557,2,0,1,0,3,2,2,1,3
10,155,1,10,1,0,1,1,1,0,8.99052509572357,11.78961490932852,15.792603922076523,10.152369018178433,17.9331035700161,11.652488453313708,2.3962148756254464,42.469091578386724,98.77746420912445,21.25069689936936,25.4395571409259,3,0,0,0,1,2,2,1,1
10,156,1,11,1,0,1,1,1,0,23.539469381794333,5.4161800250876695,12.082938367966563,13.334043779177591,11.702875999500975,7.8490800890140235,2.8066045558080077,77.68351723905653,142.71310771582648,26.259202267974615,37.09828203660436,1,0,0,1,3,2,2,1,3
10,157,1,12,1,0,1,1,1,0,12.992310863919556,3.418859669007361,16.54764608340338,15.212861449690536,24.73043497558683,4.485723587218672,4.748783302493393,29.69195872079581,81.55520202359185,28.312768754549325,23.855240390403196,3,0,1,1,2,2,2,1,3
10,158,1,13,1,0,1,1,1,0,14.610193502157927,7.08576443628408,10.78291405690834,7.811770086409524,22.33471268764697,6.677145696710795,2.095556640997529,29.096820671111345,75.11607103282586,23.342578504234552,31.426804144866765,2,0,0,1,3,2,2,1,1
10,159,1,14,1,0,1,1,1,0,6.63136322516948,5.2840243661776185,16.180420017801225,7.7783663547597826,23.7615718904417,11.399414087180048,4.995119355153292,77.25465443916619,120.80568749923259,20.644297250546515,49.84034963767044,1,1,0,1,1,2,2,1,4
10,160,1,15,1,0,1,1,1,0,22.27378124371171,6.522368777543306,12.41225100401789,18.75514352461323,24.661447575548664,10.174954228568822,0.923346447525546,61.85606323182583,143.13554681371897,23.08710710145533,31.276643238961697,1,1,0,1,1,2,2,1,3
